"Species","Longitude","Latitude"
"Leopardus_wiedii",-72.233056,7.122778
"Leopardus_wiedii",-72.996529,7.997179
"Leopardus_wiedii",-72.5304,7.8972
"Leopardus_wiedii",-72.447167,7.418444
"Leopardus_wiedii",-72.364833,7.29875
