Species,Latitude,Longitude
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.67536,-75.58871
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.68261,-75.71406
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.66867,-75.58871
Tremarctos ornatus,4.708,-75.69648
Tremarctos ornatus,4.81039,-75.74525
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,5.60075,-72.72478
Tremarctos ornatus,4.52464,-75.62787
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.65012,-73.82742
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56219,-73.74542
Tremarctos ornatus,4.56219,-73.74542
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56219,-73.74542
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.66508,-75.71
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,5.48328,-75.60769
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.50261,-73.75508
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.50189,-73.75522
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.56219,-73.74542
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.61181,-73.74103
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56219,-73.74542
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62133,-73.82478
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.65717,-73.82328
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.56194,-73.74444
Tremarctos ornatus,4.62442,-73.83039
Tremarctos ornatus,4.62442,-73.83039
